regionId,regionName,date,percent
28,Ivanovo Oblast,2001-01-01T00:00:00,26.6000
28,Ivanovo Oblast,2001-02-01T00:00:00,27.0000
28,Ivanovo Oblast,2001-03-01T00:00:00,26.7000
28,Ivanovo Oblast,2001-04-01T00:00:00,26.4000
28,Ivanovo Oblast,2001-05-01T00:00:00,27.1000
28,Ivanovo Oblast,2001-06-01T00:00:00,26.8000
28,Ivanovo Oblast,2001-07-01T00:00:00,26.4000
28,Ivanovo Oblast,2001-08-01T00:00:00,27.4000
28,Ivanovo Oblast,2001-09-01T00:00:00,26.5000
28,Ivanovo Oblast,2001-10-01T00:00:00,26.5000
28,Ivanovo Oblast,2001-11-01T00:00:00,26.4000
28,Ivanovo Oblast,2001-12-01T00:00:00,26.1000
28,Ivanovo Oblast,2002-01-01T00:00:00,26.9000
28,Ivanovo Oblast,2002-02-01T00:00:00,25.8000
28,Ivanovo Oblast,2002-03-01T00:00:00,24.9000
28,Ivanovo Oblast,2002-04-01T00:00:00,25.9600
28,Ivanovo Oblast,2002-05-01T00:00:00,25.2959
28,Ivanovo Oblast,2002-06-01T00:00:00,24.9490
28,Ivanovo Oblast,2002-07-01T00:00:00,24.4140
28,Ivanovo Oblast,2002-08-01T00:00:00,25.2597
28,Ivanovo Oblast,2002-09-01T00:00:00,23.1764
28,Ivanovo Oblast,2002-10-01T00:00:00,23.4003
28,Ivanovo Oblast,2002-11-01T00:00:00,22.9126
28,Ivanovo Oblast,2002-12-01T00:00:00,22.9000
28,Ivanovo Oblast,2003-01-01T00:00:00,23.1900
28,Ivanovo Oblast,2003-02-01T00:00:00,23.2000
28,Ivanovo Oblast,2003-03-01T00:00:00,23.2300
28,Ivanovo Oblast,2003-04-01T00:00:00,20.2400
28,Ivanovo Oblast,2003-05-01T00:00:00,20.0600
28,Ivanovo Oblast,2003-06-01T00:00:00,20.0996
28,Ivanovo Oblast,2003-07-01T00:00:00,19.8304
28,Ivanovo Oblast,2003-08-01T00:00:00,18.7704
28,Ivanovo Oblast,2003-09-01T00:00:00,17.4400
28,Ivanovo Oblast,2003-10-01T00:00:00,18.9532
28,Ivanovo Oblast,2003-11-01T00:00:00,18.4981
28,Ivanovo Oblast,2003-12-01T00:00:00,18.1500
28,Ivanovo Oblast,2004-01-01T00:00:00,18.4700
28,Ivanovo Oblast,2004-02-01T00:00:00,17.2600
28,Ivanovo Oblast,2004-03-01T00:00:00,16.7774
28,Ivanovo Oblast,2004-04-01T00:00:00,16.3480
30,Belgorod Oblast,2001-01-01T00:00:00,23.4000
30,Belgorod Oblast,2001-02-01T00:00:00,28.1000
30,Belgorod Oblast,2001-03-01T00:00:00,26.4000
30,Belgorod Oblast,2001-04-01T00:00:00,27.3000
30,Belgorod Oblast,2001-05-01T00:00:00,25.2000
30,Belgorod Oblast,2001-06-01T00:00:00,25.1000
30,Belgorod Oblast,2001-07-01T00:00:00,24.4000
30,Belgorod Oblast,2001-09-01T00:00:00,22.7000
30,Belgorod Oblast,2001-10-01T00:00:00,24.3000
30,Belgorod Oblast,2001-11-01T00:00:00,24.3000
30,Belgorod Oblast,2001-12-01T00:00:00,24.1000
30,Belgorod Oblast,2002-01-01T00:00:00,23.8000
30,Belgorod Oblast,2002-02-01T00:00:00,23.6000
30,Belgorod Oblast,2002-03-01T00:00:00,23.8000
30,Belgorod Oblast,2002-05-01T00:00:00,23.6000
30,Belgorod Oblast,2002-06-01T00:00:00,22.6000
